Kolumna1	Kolumna2	Kolumna3	Kolumna4	kg_trans	ilosc_kg	przed_przecena	PO_PRZECENIE	rabaty_suma	czy_wystepuje_rabat						
16/05/2022	Cortland	Z	039-15-21-087	193	8616	617,6	617,6	0	0						
02/06/2022	Reneta	J	039-15-21-087	453	9069	1585,5	1585,5	0	0						
13/06/2022	Melba	L	039-15-21-087	366	9435	988,2	988,2	0	0						
24/06/2022	Melba	L	039-15-21-087	264	9699	712,8	712,8	0	0						
25/06/2022	Papierowka	L	039-15-21-087	452	10151	1446,4	1446,4	0	0						
30/06/2022	Melba	L	039-15-21-087	276	10427	745,2	745,2	0	0						
30/06/2022	Reneta	J	039-15-21-087	126	10553	441	441	0	0						
05/07/2022	Papierowka	L	039-15-21-087	374	10927	1196,8	1196,8	0	0						
27/07/2022	Reneta	J	039-15-21-087	155	11082	542,5	542,5	0	0						
29/07/2022	Melba	L	039-15-21-087	177	11259	477,9	477,9	0	0						
30/07/2022	Papierowka	L	039-15-21-087	346	11605	1107,2	1107,2	0	0						
22/08/2022	Melba	L	039-15-21-087	249	11854	672,3	672,3	0	0						
01/09/2022	Reneta	J	039-15-21-087	99	11953	346,5	346,5	0	0						
08/09/2022	Lobo	J	039-15-21-087	94	12047	235	235	0	0						
26/09/2022	Reneta	J	039-15-21-087	469	12516	1641,5	1641,5	0	0						
26/09/2022	Antonowka	J	039-15-21-087	247	12763	790,4	790,4	0	0						
27/09/2022	Antonowka	J	039-15-21-087	269	13032	860,8	860,8	0	0						
10/10/2022	Delikates	J	039-15-21-087	340	13372	1088	1088	0	0						
29/10/2022	Delikates	J	039-15-21-087	477	13849	1526,4	1526,4	0	0						
01/11/2022	Antonowka	J	039-15-21-087	128	13977	409,6	409,6	0	0						
11/11/2022	Kosztela	J	039-15-21-087	10	13987	25	25	0	0						
19/11/2022	Reneta	J	039-15-21-087	189	14176	661,5	661,5	0	0						
21/11/2022	Reneta	J	039-15-21-087	103	14279	360,5	360,5	0	0						
25/11/2022	Reneta	J	039-15-21-087	461	14740	1613,5	1613,5	0	0						
19/12/2022	Idared	Z	039-15-21-087	338	15078	1149,2	1132,3	16,9	1						
20/12/2022	Gala	Z	039-15-21-087	689	15767	2342,6	2308,15	34,45	1						
28/12/2022	Jonagored	Z	039-15-21-087	395	16162	1382,5	1362,75	19,75	1						
05/01/2022	Alwa	Z	043-34-53-278	206	206	597,4	597,4	0	0						
05/01/2022	Jonagold	Z	043-34-53-278	316	522	1074,4	1074,4	0	0						
12/01/2022	Szampion	Z	043-34-53-278	579	1101	1389,6	1389,6	0	0						
17/01/2022	Jonagored	Z	043-34-53-278	378	1479	1323	1323	0	0						
19/01/2022	Alwa	Z	043-34-53-278	497	1976	1441,3	1441,3	0	0						
19/01/2022	Gloster	Z	043-34-53-278	46	2022	156,4	156,4	0	0						
26/02/2022	Alwa	Z	043-34-53-278	133	2155	385,7	385,7	0	0						
01/03/2022	Jonagold	Z	043-34-53-278	223	2378	758,2	758,2	0	0						
02/03/2022	Jonagored	Z	043-34-53-278	537	2915	1879,5	1879,5	0	0						
04/03/2022	Gloster	Z	043-34-53-278	364	3279	1237,6	1237,6	0	0						
10/03/2022	Cortland	Z	043-34-53-278	372	3651	1190,4	1190,4	0	0						
11/03/2022	Gala	Z	043-34-53-278	408	4059	1387,2	1387,2	0	0						
21/03/2022	Ligol	Z	043-34-53-278	73	4132	248,2	248,2	0	0						
23/03/2022	Szampion	Z	043-34-53-278	490	4622	1176	1176	0	0						
25/03/2022	Szampion	Z	043-34-53-278	424	5046	1017,6	1017,6	0	0						
29/03/2022	Cortland	Z	043-34-53-278	466	5512	1491,2	1491,2	0	0						
21/04/2022	Jonagored	Z	043-34-53-278	577	6089	2019,5	2019,5	0	0						
23/04/2022	Gala	Z	043-34-53-278	549	6638	1866,6	1866,6	0	0						
25/04/2022	Alwa	Z	043-34-53-278	319	6957	925,1	925,1	0	0						
29/04/2022	Szampion	Z	043-34-53-278	271	7228	650,4	650,4	0	0						
09/05/2022	Cortland	Z	043-34-53-278	171	7399	547,2	547,2	0	0						
09/05/2022	Jonagored	Z	043-34-53-278	625	8024	2187,5	2187,5	0	0						
21/05/2022	Gala	Z	043-34-53-278	546	8570	1856,4	1856,4	0	0						
26/05/2022	Gloster	Z	043-34-53-278	68	8638	231,2	231,2	0	0						
30/05/2022	Jonagored	Z	043-34-53-278	449	9087	1571,5	1571,5	0	0						
02/06/2022	Reneta	J	043-34-53-278	45	9132	157,5	157,5	0	0						
06/06/2022	Melba	L	043-34-53-278	287	9419	774,9	774,9	0	0						
15/06/2022	Papierowka	L	043-34-53-278	73	9492	233,6	233,6	0	0						
20/06/2022	Papierowka	L	043-34-53-278	103	9595	329,6	329,6	0	0						
22/06/2022	Reneta	J	043-34-53-278	480	10075	1680	1680	0	0						
23/06/2022	Melba	L	043-34-53-278	124	10199	334,8	334,8	0	0						
04/07/2022	Papierowka	L	043-34-53-278	178	10377	569,6	569,6	0	0						
04/07/2022	Melba	L	043-34-53-278	326	10703	880,2	880,2	0	0						
05/07/2022	Reneta	J	043-34-53-278	74	10777	259	259	0	0						
15/07/2022	Melba	L	043-34-53-278	313	11090	845,1	845,1	0	0						
18/07/2022	Melba	L	043-34-53-278	365	11455	985,5	985,5	0	0						
20/07/2022	Melba	L	043-34-53-278	397	11852	1071,9	1071,9	0	0						
22/07/2022	Reneta	J	043-34-53-278	302	12154	1057	1057	0	0						
27/07/2022	Papierowka	L	043-34-53-278	428	12582	1369,6	1369,6	0	0						
28/07/2022	Melba	L	043-34-53-278	259	12841	699,3	699,3	0	0						
01/08/2022	Melba	L	043-34-53-278	165	13006	445,5	445,5	0	0						
16/08/2022	Reneta	J	043-34-53-278	189	13195	661,5	661,5	0	0						
06/09/2022	Delikates	J	043-34-53-278	34	13229	108,8	108,8	0	0						
09/09/2022	Reneta	J	043-34-53-278	434	13663	1519	1519	0	0						
14/09/2022	Delikates	J	043-34-53-278	393	14056	1257,6	1257,6	0	0						
23/09/2022	Reneta	J	043-34-53-278	242	14298	847	847	0	0						
29/09/2022	Lobo	J	043-34-53-278	364	14662	910	910	0	0						
03/10/2022	Reneta	J	043-34-53-278	314	14976	1099	1099	0	0						
15/10/2022	Reneta	J	043-34-53-278	386	15362	1351	1331,7	19,3	1						
27/10/2022	Antonowka	J	043-34-53-278	316	15678	1011,2	995,4	15,8	1						
31/10/2022	Antonowka	J	043-34-53-278	446	16124	1427,2	1404,9	22,3	1						
04/11/2022	Antonowka	J	043-34-53-278	467	16591	1494,4	1471,05	23,35	1						
26/11/2022	Lobo	J	043-34-53-278	350	16941	875	857,5	17,5	1						
28/11/2022	Antonowka	J	043-34-53-278	160	17101	512	504	8	1						
03/12/2022	Ligol	Z	043-34-53-278	437	17538	1485,8	1463,95	21,85	1						
12/12/2022	Szampion	Z	043-34-53-278	303	17841	727,2	712,05	15,15	1						
12/12/2022	Gala	Z	043-34-53-278	579	18420	1968,6	1939,65	28,95	1						
19/12/2022	Ligol	Z	043-34-53-278	418	18838	1421,2	1400,3	20,9	1						
19/12/2022	Ligol	Z	043-34-53-278	272	19110	924,8	911,2	13,6	1						
29/12/2022	Szampion	Z	043-34-53-278	354	19464	849,6	831,9	17,7	1						
11/01/2022	Idared	Z	045-63-27-114	450	450	1530	1530	0	0						
27/01/2022	Idared	Z	045-63-27-114	79	529	268,6	268,6	0	0						
09/02/2022	Gloster	Z	045-63-27-114	259	788	880,6	880,6	0	0						
23/02/2022	Jonagold	Z	045-63-27-114	390	1178	1326	1326	0	0						
26/02/2022	Cortland	Z	045-63-27-114	413	1591	1321,6	1321,6	0	0						
28/02/2022	Ligol	Z	045-63-27-114	177	1768	601,8	601,8	0	0						
05/03/2022	Gloster	Z	045-63-27-114	459	2227	1560,6	1560,6	0	0						
14/03/2022	Jonagored	Z	045-63-27-114	667	2894	2334,5	2334,5	0	0						
15/03/2022	Jonagored	Z	045-63-27-114	231	3125	808,5	808,5	0	0						
21/03/2022	Jonagold	Z	045-63-27-114	249	3374	846,6	846,6	0	0						
25/03/2022	Szampion	Z	045-63-27-114	361	3735	866,4	866,4	0	0						
11/04/2022	Jonagold	Z	045-63-27-114	564	4299	1917,6	1917,6	0	0						
16/04/2022	Gala	Z	045-63-27-114	656	4955	2230,4	2230,4	0	0						
18/04/2022	Jonagored	Z	045-63-27-114	222	5177	777	777	0	0						
30/04/2022	Jonagold	Z	045-63-27-114	291	5468	989,4	989,4	0	0						
04/05/2022	Jonagored	Z	045-63-27-114	504	5972	1764	1764	0	0						
16/05/2022	Szampion	Z	045-63-27-114	126	6098	302,4	302,4	0	0						
18/05/2022	Cortland	Z	045-63-27-114	109	6207	348,8	348,8	0	0						
03/06/2022	Reneta	J	045-63-27-114	473	6680	1655,5	1655,5	0	0						
17/06/2022	Reneta	J	045-63-27-114	32	6712	112	112	0	0						
11/07/2022	Reneta	J	045-63-27-114	163	6875	570,5	570,5	0	0						
11/07/2022	Reneta	J	045-63-27-114	463	7338	1620,5	1620,5	0	0						
23/07/2022	Reneta	J	045-63-27-114	347	7685	1214,5	1214,5	0	0						
25/07/2022	Papierowka	L	045-63-27-114	314	7999	1004,8	1004,8	0	0						
28/07/2022	Papierowka	L	045-63-27-114	334	8333	1068,8	1068,8	0	0						
06/08/2022	Papierowka	L	045-63-27-114	421	8754	1347,2	1347,2	0	0						
08/08/2022	Papierowka	L	045-63-27-114	230	8984	736	736	0	0						
25/08/2022	Reneta	J	045-63-27-114	306	9290	1071	1071	0	0						
29/08/2022	Reneta	J	045-63-27-114	473	9763	1655,5	1655,5	0	0						
29/08/2022	Papierowka	L	045-63-27-114	191	9954	611,2	611,2	0	0						
08/09/2022	Lobo	J	045-63-27-114	348	10302	870	870	0	0						
12/09/2022	Reneta	J	045-63-27-114	398	10700	1393	1393	0	0						
16/09/2022	Reneta	J	045-63-27-114	198	10898	693	693	0	0						
17/09/2022	Delikates	J	045-63-27-114	325	11223	1040	1040	0	0						
19/09/2022	Reneta	J	045-63-27-114	200	11423	700	700	0	0						
19/09/2022	Kosztela	J	045-63-27-114	353	11776	882,5	882,5	0	0						
22/09/2022	Antonowka	J	045-63-27-114	101	11877	323,2	323,2	0	0						
03/10/2022	Antonowka	J	045-63-27-114	433	12310	1385,6	1385,6	0	0						
03/10/2022	Delikates	J	045-63-27-114	179	12489	572,8	572,8	0	0						
05/10/2022	Antonowka	J	045-63-27-114	132	12621	422,4	422,4	0	0						
08/10/2022	Reneta	J	045-63-27-114	268	12889	938	938	0	0						
25/10/2022	Kosztela	J	045-63-27-114	492	13381	1230	1230	0	0						
29/10/2022	Lobo	J	045-63-27-114	19	13400	47,5	47,5	0	0						
09/11/2022	Delikates	J	045-63-27-114	318	13718	1017,6	1017,6	0	0						
02/12/2022	Jonagold	Z	045-63-27-114	398	14116	1353,2	1353,2	0	0						
26/12/2022	Ligol	Z	045-63-27-114	106	14222	360,4	360,4	0	0						
03/01/2022	Idared	Z	047-26-54-835	464	464	1577,6	1577,6	0	0						
14/01/2022	Szampion	Z	047-26-54-835	115	579	276	276	0	0						
25/01/2022	Jonagold	Z	047-26-54-835	447	1026	1519,8	1519,8	0	0						
26/01/2022	Idared	Z	047-26-54-835	350	1376	1190	1190	0	0						
27/01/2022	Jonagored	Z	047-26-54-835	625	2001	2187,5	2187,5	0	0						
10/02/2022	Idared	Z	047-26-54-835	421	2422	1431,4	1431,4	0	0						
14/02/2022	Szampion	Z	047-26-54-835	263	2685	631,2	631,2	0	0						
03/03/2022	Szampion	Z	047-26-54-835	438	3123	1051,2	1051,2	0	0						
11/03/2022	Gloster	Z	047-26-54-835	17	3140	57,8	57,8	0	0						
17/03/2022	Jonagold	Z	047-26-54-835	599	3739	2036,6	2036,6	0	0						
04/04/2022	Alwa	Z	047-26-54-835	214	3953	620,6	620,6	0	0						
11/04/2022	Jonagored	Z	047-26-54-835	633	4586	2215,5	2215,5	0	0						
19/04/2022	Szampion	Z	047-26-54-835	390	4976	936	936	0	0						
20/04/2022	Gloster	Z	047-26-54-835	354	5330	1203,6	1203,6	0	0						
23/04/2022	Alwa	Z	047-26-54-835	246	5576	713,4	713,4	0	0						
23/04/2022	Idared	Z	047-26-54-835	237	5813	805,8	805,8	0	0						
05/05/2022	Alwa	Z	047-26-54-835	423	6236	1226,7	1226,7	0	0						
09/05/2022	Jonagored	Z	047-26-54-835	376	6612	1316	1316	0	0						
10/05/2022	Jonagored	Z	047-26-54-835	521	7133	1823,5	1823,5	0	0						
01/06/2022	Papierowka	L	047-26-54-835	354	7487	1132,8	1132,8	0	0						
13/06/2022	Reneta	J	047-26-54-835	73	7560	255,5	255,5	0	0						
13/06/2022	Melba	L	047-26-54-835	302	7862	815,4	815,4	0	0						
21/06/2022	Papierowka	L	047-26-54-835	55	7917	176	176	0	0						
28/06/2022	Reneta	J	047-26-54-835	495	8412	1732,5	1732,5	0	0						
28/06/2022	Reneta	J	047-26-54-835	266	8678	931	931	0	0						
30/06/2022	Melba	L	047-26-54-835	66	8744	178,2	178,2	0	0						
16/07/2022	Melba	L	047-26-54-835	355	9099	958,5	958,5	0	0						
20/08/2022	Melba	L	047-26-54-835	383	9482	1034,1	1034,1	0	0						
22/08/2022	Reneta	J	047-26-54-835	383	9865	1340,5	1340,5	0	0						
30/08/2022	Melba	L	047-26-54-835	444	10309	1198,8	1198,8	0	0						
02/09/2022	Lobo	J	047-26-54-835	271	10580	677,5	677,5	0	0						
07/09/2022	Reneta	J	047-26-54-835	17	10597	59,5	59,5	0	0						
08/09/2022	Kosztela	J	047-26-54-835	397	10994	992,5	992,5	0	0						
12/09/2022	Antonowka	J	047-26-54-835	227	11221	726,4	726,4	0	0						
19/09/2022	Kosztela	J	047-26-54-835	37	11258	92,5	92,5	0	0						
05/10/2022	Antonowka	J	047-26-54-835	135	11393	432	432	0	0						
22/10/2022	Delikates	J	047-26-54-835	450	11843	1440	1440	0	0						
17/11/2022	Reneta	J	047-26-54-835	452	12295	1582	1582	0	0						
06/12/2022	Jonagold	Z	047-26-54-835	298	12593	1013,2	1013,2	0	0						
26/12/2022	Szampion	Z	047-26-54-835	286	12879	686,4	686,4	0	0						
10/01/2022	Cortland	Z	047-70-78-199	32	32	102,4	102,4	0	0						
14/01/2022	Gala	Z	047-70-78-199	752	784	2556,8	2556,8	0	0						
14/01/2022	Ligol	Z	047-70-78-199	461	1245	1567,4	1567,4	0	0						
15/01/2022	Gloster	Z	047-70-78-199	169	1414	574,6	574,6	0	0						
17/01/2022	Jonagold	Z	047-70-78-199	256	1670	870,4	870,4	0	0						
24/01/2022	Jonagold	Z	047-70-78-199	341	2011	1159,4	1159,4	0	0						
31/01/2022	Gala	Z	047-70-78-199	581	2592	1975,4	1975,4	0	0						
31/01/2022	Gala	Z	047-70-78-199	712	3304	2420,8	2420,8	0	0						
02/02/2022	Cortland	Z	047-70-78-199	429	3733	1372,8	1372,8	0	0						
07/02/2022	Ligol	Z	047-70-78-199	185	3918	629	629	0	0						
15/02/2022	Idared	Z	047-70-78-199	154	4072	523,6	523,6	0	0						
21/02/2022	Jonagored	Z	047-70-78-199	292	4364	1022	1022	0	0						
26/02/2022	Jonagored	Z	047-70-78-199	628	4992	2198	2198	0	0						
09/03/2022	Cortland	Z	047-70-78-199	112	5104	358,4	358,4	0	0						
18/03/2022	Idared	Z	047-70-78-199	364	5468	1237,6	1237,6	0	0						
24/03/2022	Szampion	Z	047-70-78-199	123	5591	295,2	295,2	0	0						
30/03/2022	Ligol	Z	047-70-78-199	323	5914	1098,2	1098,2	0	0						
31/03/2022	Cortland	Z	047-70-78-199	338	6252	1081,6	1081,6	0	0						
04/04/2022	Alwa	Z	047-70-78-199	477	6729	1383,3	1383,3	0	0						
20/04/2022	Idared	Z	047-70-78-199	189	6918	642,6	642,6	0	0						
09/05/2022	Gloster	Z	047-70-78-199	44	6962	149,6	149,6	0	0						
18/05/2022	Gala	Z	047-70-78-199	685	7647	2329	2329	0	0						
26/05/2022	Jonagored	Z	047-70-78-199	467	8114	1634,5	1634,5	0	0						
28/05/2022	Szampion	Z	047-70-78-199	542	8656	1300,8	1300,8	0	0						
17/06/2022	Papierowka	L	047-70-78-199	451	9107	1443,2	1443,2	0	0						
17/06/2022	Reneta	J	047-70-78-199	414	9521	1449	1449	0	0						
24/06/2022	Papierowka	L	047-70-78-199	384	9905	1228,8	1228,8	0	0						
13/07/2022	Melba	L	047-70-78-199	150	10055	405	405	0	0						
15/07/2022	Reneta	J	047-70-78-199	227	10282	794,5	794,5	0	0						
25/07/2022	Melba	L	047-70-78-199	432	10714	1166,4	1166,4	0	0						
25/07/2022	Reneta	J	047-70-78-199	316	11030	1106	1106	0	0						
06/08/2022	Melba	L	047-70-78-199	23	11053	62,1	62,1	0	0						
09/08/2022	Melba	L	047-70-78-199	179	11232	483,3	483,3	0	0						
12/08/2022	Reneta	J	047-70-78-199	413	11645	1445,5	1445,5	0	0						
26/08/2022	Reneta	J	047-70-78-199	15	11660	52,5	52,5	0	0						
29/08/2022	Papierowka	L	047-70-78-199	411	12071	1315,2	1315,2	0	0						
29/08/2022	Melba	L	047-70-78-199	401	12472	1082,7	1082,7	0	0						
12/09/2022	Kosztela	J	047-70-78-199	370	12842	925	925	0	0						
26/09/2022	Delikates	J	047-70-78-199	444	13286	1420,8	1420,8	0	0						
27/09/2022	Antonowka	J	047-70-78-199	215	13501	688	688	0	0						
03/10/2022	Kosztela	J	047-70-78-199	46	13547	115	115	0	0						
06/10/2022	Reneta	J	047-70-78-199	465	14012	1627,5	1627,5	0	0						
15/10/2022	Reneta	J	047-70-78-199	487	14499	1704,5	1704,5	0	0						
19/10/2022	Lobo	J	047-70-78-199	24	14523	60	60	0	0						
20/10/2022	Lobo	J	047-70-78-199	376	14899	940	940	0	0						
22/10/2022	Delikates	J	047-70-78-199	357	15256	1142,4	1124,55	17,85	1						
31/10/2022	Antonowka	J	047-70-78-199	243	15499	777,6	765,45	12,15	1						
31/10/2022	Delikates	J	047-70-78-199	115	15614	368	362,25	5,75	1						
04/11/2022	Reneta	J	047-70-78-199	250	15864	875	862,5	12,5	1						
09/11/2022	Reneta	J	047-70-78-199	349	16213	1221,5	1204,05	17,45	1						
16/11/2022	Delikates	J	047-70-78-199	353	16566	1129,6	1111,95	17,65	1						
17/11/2022	Reneta	J	047-70-78-199	288	16854	1008	993,6	14,4	1						
23/11/2022	Delikates	J	047-70-78-199	107	16961	342,4	337,05	5,35	1						
25/11/2022	Kosztela	J	047-70-78-199	73	17034	182,5	178,85	3,65	1						
25/11/2022	Kosztela	J	047-70-78-199	11	17045	27,5	26,95	0,55	1						
28/11/2022	Reneta	J	047-70-78-199	262	17307	917	903,9	13,1	1						
05/12/2022	Szampion	Z	047-70-78-199	132	17439	316,8	310,2	6,6	1						
07/12/2022	Jonagold	Z	047-70-78-199	454	17893	1543,6	1520,9	22,7	1						
26/12/2022	Gala	Z	047-70-78-199	562	18455	1910,8	1882,7	28,1	1						
03/01/2022	Szampion	Z	050-38-86-889	570	570	1368	1368	0	0						
13/01/2022	Alwa	Z	050-38-86-889	92	662	266,8	266,8	0	0						
24/01/2022	Gala	Z	050-38-86-889	591	1253	2009,4	2009,4	0	0						
03/02/2022	Jonagored	Z	050-38-86-889	551	1804	1928,5	1928,5	0	0						
18/02/2022	Idared	Z	050-38-86-889	483	2287	1642,2	1642,2	0	0						
04/03/2022	Ligol	Z	050-38-86-889	224	2511	761,6	761,6	0	0						
05/03/2022	Cortland	Z	050-38-86-889	418	2929	1337,6	1337,6	0	0						
17/03/2022	Szampion	Z	050-38-86-889	362	3291	868,8	868,8	0	0						
21/03/2022	Cortland	Z	050-38-86-889	51	3342	163,2	163,2	0	0						
28/03/2022	Jonagored	Z	050-38-86-889	466	3808	1631	1631	0	0						
31/03/2022	Alwa	Z	050-38-86-889	83	3891	240,7	240,7	0	0						
01/04/2022	Gloster	Z	050-38-86-889	399	4290	1356,6	1356,6	0	0						
02/04/2022	Gala	Z	050-38-86-889	406	4696	1380,4	1380,4	0	0						
15/04/2022	Szampion	Z	050-38-86-889	550	5246	1320	1320	0	0						
15/04/2022	Cortland	Z	050-38-86-889	412	5658	1318,4	1318,4	0	0						
15/04/2022	Szampion	Z	050-38-86-889	133	5791	319,2	319,2	0	0						
06/06/2022	Papierowka	L	050-38-86-889	476	6267	1523,2	1523,2	0	0						
15/06/2022	Reneta	J	050-38-86-889	372	6639	1302	1302	0	0						
29/06/2022	Reneta	J	050-38-86-889	456	7095	1596	1596	0	0						
01/07/2022	Reneta	J	050-38-86-889	191	7286	668,5	668,5	0	0						
18/07/2022	Reneta	J	050-38-86-889	77	7363	269,5	269,5	0	0						
20/07/2022	Reneta	J	050-38-86-889	154	7517	539	539	0	0						
27/07/2022	Papierowka	L	050-38-86-889	215	7732	688	688	0	0						
30/07/2022	Papierowka	L	050-38-86-889	157	7889	502,4	502,4	0	0						
06/08/2022	Reneta	J	050-38-86-889	169	8058	591,5	591,5	0	0						
09/08/2022	Reneta	J	050-38-86-889	357	8415	1249,5	1249,5	0	0						
20/08/2022	Melba	L	050-38-86-889	426	8841	1150,2	1150,2	0	0						
17/09/2022	Kosztela	J	050-38-86-889	173	9014	432,5	432,5	0	0						
18/10/2022	Kosztela	J	050-38-86-889	274	9288	685	685	0	0						
27/10/2022	Kosztela	J	050-38-86-889	283	9571	707,5	707,5	0	0						
31/10/2022	Lobo	J	050-38-86-889	259	9830	647,5	647,5	0	0						
11/11/2022	Lobo	J	050-38-86-889	242	10072	605	605	0	0						
15/11/2022	Antonowka	J	050-38-86-889	462	10534	1478,4	1478,4	0	0						
21/11/2022	Reneta	J	050-38-86-889	116	10650	406	406	0	0						
22/11/2022	Kosztela	J	050-38-86-889	453	11103	1132,5	1132,5	0	0						
28/11/2022	Kosztela	J	050-38-86-889	389	11492	972,5	972,5	0	0						
13/12/2022	Ligol	Z	050-38-86-889	256	11748	870,4	870,4	0	0						
23/12/2022	Gala	Z	050-38-86-889	665	12413	2261	2261	0	0						
31/12/2022	Alwa	Z	050-38-86-889	118	12531	342,2	342,2	0	0						
03/01/2022	Jonagored	Z	053-79-35-388	533	533	1865,5	1865,5	0	0						
12/01/2022	Alwa	Z	053-79-35-388	89	622	258,1	258,1	0	0						
13/01/2022	Jonagold	Z	053-79-35-388	269	891	914,6	914,6	0	0						
15/02/2022	Gloster	Z	053-79-35-388	475	1366	1615	1615	0	0						
21/02/2022	Szampion	Z	053-79-35-388	316	1682	758,4	758,4	0	0						
21/02/2022	Szampion	Z	053-79-35-388	377	2059	904,8	904,8	0	0						
24/02/2022	Szampion	Z	053-79-35-388	328	2387	787,2	787,2	0	0						
26/02/2022	Gala	Z	053-79-35-388	556	2943	1890,4	1890,4	0	0						
01/03/2022	Jonagold	Z	053-79-35-388	337	3280	1145,8	1145,8	0	0						
05/03/2022	Jonagored	Z	053-79-35-388	213	3493	745,5	745,5	0	0						
10/03/2022	Gloster	Z	053-79-35-388	34	3527	115,6	115,6	0	0						
22/03/2022	Alwa	Z	053-79-35-388	108	3635	313,2	313,2	0	0						
25/03/2022	Cortland	Z	053-79-35-388	117	3752	374,4	374,4	0	0						
26/03/2022	Cortland	Z	053-79-35-388	256	4008	819,2	819,2	0	0						
04/04/2022	Gala	Z	053-79-35-388	417	4425	1417,8	1417,8	0	0						
04/04/2022	Alwa	Z	053-79-35-388	191	4616	553,9	553,9	0	0						
09/04/2022	Cortland	Z	053-79-35-388	213	4829	681,6	681,6	0	0						
12/04/2022	Cortland	Z	053-79-35-388	95	4924	304	304	0	0						
27/05/2022	Ligol	Z	053-79-35-388	37	4961	125,8	125,8	0	0						
06/06/2022	Papierowka	L	053-79-35-388	58	5019	185,6	185,6	0	0						
11/06/2022	Melba	L	053-79-35-388	363	5382	980,1	980,1	0	0						
22/06/2022	Melba	L	053-79-35-388	288	5670	777,6	777,6	0	0						
24/06/2022	Reneta	J	053-79-35-388	337	6007	1179,5	1179,5	0	0						
24/06/2022	Melba	L	053-79-35-388	269	6276	726,3	726,3	0	0						
28/06/2022	Papierowka	L	053-79-35-388	439	6715	1404,8	1404,8	0	0						
29/06/2022	Reneta	J	053-79-35-388	461	7176	1613,5	1613,5	0	0						
30/06/2022	Papierowka	L	053-79-35-388	314	7490	1004,8	1004,8	0	0						
04/07/2022	Papierowka	L	053-79-35-388	265	7755	848	848	0	0						
05/07/2022	Melba	L	053-79-35-388	179	7934	483,3	483,3	0	0						
09/07/2022	Reneta	J	053-79-35-388	479	8413	1676,5	1676,5	0	0						
22/07/2022	Reneta	J	053-79-35-388	392	8805	1372	1372	0	0						
25/07/2022	Papierowka	L	053-79-35-388	112	8917	358,4	358,4	0	0						
01/08/2022	Reneta	J	053-79-35-388	429	9346	1501,5	1501,5	0	0						
02/08/2022	Papierowka	L	053-79-35-388	39	9385	124,8	124,8	0	0						
02/09/2022	Antonowka	J	053-79-35-388	93	9478	297,6	297,6	0	0						
05/09/2022	Reneta	J	053-79-35-388	207	9685	724,5	724,5	0	0						
09/09/2022	Delikates	J	053-79-35-388	380	10065	1216	1216	0	0						
19/09/2022	Reneta	J	053-79-35-388	432	10497	1512	1512	0	0						
21/09/2022	Delikates	J	053-79-35-388	136	10633	435,2	435,2	0	0						
30/09/2022	Antonowka	J	053-79-35-388	333	10966	1065,6	1065,6	0	0						
03/10/2022	Kosztela	J	053-79-35-388	238	11204	595	595	0	0						
12/10/2022	Reneta	J	053-79-35-388	475	11679	1662,5	1662,5	0	0						
14/10/2022	Kosztela	J	053-79-35-388	232	11911	580	580	0	0						
18/10/2022	Kosztela	J	053-79-35-388	15	11926	37,5	37,5	0	0						
28/10/2022	Lobo	J	053-79-35-388	102	12028	255	255	0	0						
29/10/2022	Reneta	J	053-79-35-388	133	12161	465,5	465,5	0	0						
05/11/2022	Antonowka	J	053-79-35-388	459	12620	1468,8	1468,8	0	0						
05/11/2022	Delikates	J	053-79-35-388	297	12917	950,4	950,4	0	0						
18/11/2022	Antonowka	J	053-79-35-388	72	12989	230,4	230,4	0	0						
26/11/2022	Kosztela	J	053-79-35-388	85	13074	212,5	212,5	0	0						
01/12/2022	Szampion	Z	053-79-35-388	397	13471	952,8	952,8	0	0						
02/12/2022	Gloster	Z	053-79-35-388	207	13678	703,8	703,8	0	0						
07/12/2022	Jonagold	Z	053-79-35-388	501	14179	1703,4	1703,4	0	0						
26/12/2022	Jonagored	Z	053-79-35-388	219	14398	766,5	766,5	0	0						
31/12/2022	Gala	Z	053-79-35-388	629	15027	2138,6	2107,15	31,45	1						
14/01/2022	Jonagored	Z	054-09-46-315	463	463	1620,5	1620,5	0	0						
20/01/2022	Szampion	Z	054-09-46-315	478	941	1147,2	1147,2	0	0						
21/01/2022	Jonagold	Z	054-09-46-315	361	1302	1227,4	1227,4	0	0						
24/01/2022	Jonagored	Z	054-09-46-315	424	1726	1484	1484	0	0						
24/01/2022	Jonagold	Z	054-09-46-315	621	2347	2111,4	2111,4	0	0						
31/01/2022	Szampion	Z	054-09-46-315	272	2619	652,8	652,8	0	0						
31/01/2022	Cortland	Z	054-09-46-315	283	2902	905,6	905,6	0	0						
14/02/2022	Szampion	Z	054-09-46-315	150	3052	360	360	0	0						
21/02/2022	Cortland	Z	054-09-46-315	430	3482	1376	1376	0	0						
26/02/2022	Gloster	Z	054-09-46-315	491	3973	1669,4	1669,4	0	0						
29/03/2022	Jonagored	Z	054-09-46-315	505	4478	1767,5	1767,5	0	0						
06/04/2022	Alwa	Z	054-09-46-315	383	4861	1110,7	1110,7	0	0						
19/04/2022	Jonagored	Z	054-09-46-315	469	5330	1641,5	1641,5	0	0						
19/04/2022	Alwa	Z	054-09-46-315	89	5419	258,1	258,1	0	0						
20/04/2022	Idared	Z	054-09-46-315	349	5768	1186,6	1186,6	0	0						
